// MEL syllablesInWord 1st      2nd     3rd     4th     5th
//:
    0        0       153 130   0   0   0   0   0   0   0   0 
    0        1       183 156 144 132   0   0   0   0   0   0 
    0        2       193 180 171 163 142 129   0   0   0   0 
    0        3       180 175 166 161 159 141 136 124   0   0 
    0        4       192 180 176 166 170 161 159 142 139 119 
//:
    1        0       158 221   0   0   0   0   0   0   0   0 
    1        1       146 130 161 209   0   0   0   0   0   0 
    1        2       153 149 146 141 158 207   0   0   0   0 
    1        3       151 142 139 130 158 170 175 209   0   0 
    1        4       149 195 187 156 146 134 129 122 149 195 
//:
    2        0       166 209   0   0   0   0   0   0   0   0 
    2        1       147 144 153 209   0   0   0   0   0   0 
    2        2       173 170 163 149 181 198   0   0   0   0 
    2        3       164 170 171 151 147 146 183 214   0   0 
    2        4       200 185 197 183 187 180 171 159 173 204 
//:
    3        0       164 190   0   0   0   0   0   0   0   0 
    3        1       176 187 193 200   0   0   0   0   0   0 
    3        2       202 183 181 137 173 204   0   0   0   0 
    3        3       175 204 214 198 173 176 193 209   0   0 
    3        4       175 204 214 207 204 193 205 193 195 212 
//:
    4        0       185 161   0   0   0   0   0   0   0   0 
    4        1       195 176 168 158   0   0   0   0   0   0 
    4        2       183 205 195 187 183 178   0   0   0   0 
    4        3       193 197 210 192 175 166 147 142   0   0 
    4        4       170 159 173 180 170 154 158 163 185 166 
//:
    5        0       180 176   0   0   0   0   0   0   0   0 
    5        1       173 176 175 159   0   0   0   0   0   0 
    5        2       185 176 187 187 183 178   0   0   0   0 
    5        3       170 159 173 180 166 159 185 164   0   0 
    5        4       171 175 170 159 158 149 151 156 159 141 
//:
    6        0       166 163   0   0   0   0   0   0   0   0 
    6        1       168 163 161 153   0   0   0   0   0   0 
    6        2       171 161 166 158 149 139   0   0   0   0 
    6        3       180 158 149 153 149 144 159 149   0   0 
    6        4       166 170 166 180 183 173 175 164 163 156 
//:
    7        0       175 214   0   0   0   0   0   0   0   0 
    7        1       175 156 159 229   0   0   0   0   0   0 
    7        2       175 164 180 175 183 221   0   0   0   0 
    7        3       195 188 198 187 175 158 159 212   0   0 
    7        4       190 173 159 185 158 176 175 170 175 212 
//:
    8        0       181 163   0   0   0   0   0   0   0   0 
    8        1       190 210 187 163   0   0   0   0   0   0 
    8        2       195 175 178 163 156 161   0   0   0   0 
    8        3       193 197 210 209 175 166 149 142   0   0 
    8        4       190 173 168 185 158 176 180 170 170 163 
//:
    9        0       156 212   0   0   0   0   0   0   0   0 
    9        1       153 147 170 204   0   0   0   0   0   0 
    9        2       195 178 170 146 163 204   0   0   0   0 
    9        3       173 181 187 207 173 156 153 212   0   0 
    9        4       176 200 190 204 180 158 149 142 171 222 
// marqueur pronom interrogatif d‚but de phrase :
   10        0       255 272   0   0   0   0   0   0   0   0 
   10        1       190 234 280 239   0   0   0   0   0   0 
   10        2       187 200 204 212 272 221   0   0   0   0 
   10        3       190 234 275 251 204 187 212 263   0   0 
   10        4       195 224 280 239 214 204 187 175 170 168 
// marqueur sur "QUEL EST" si phrase interrogative :
   11        0       204 221   0   0   0   0   0   0   0   0 
   11        1       238 229 221 204   0   0   0   0   0   0 
   11        2       166 173 190 200 204 246   0   0   0   0 
   11        3       212 221 255 246 221 204 195 246   0   0 
   11        4       212 221 255 246 229 212 204 197 193 190 
// fin de phrase interrogative si 13 positionn‚ :
   12        0       187 280   0   0   0   0   0   0   0   0 
   12        1       166 149 166 272   0   0   0   0   0   0 
   12        2       200 207 193 153 156 272   0   0   0   0 
   12        3       204 229 212 187 170 149 161 272   0   0 
   12        4       221 204 193 181 173 170 163 149 166 246 
// inversion Verbe-sujet en d‚but de phrase interrogative :
   13        0       246 204   0   0   0   0   0   0   0   0 
   13        1       204 224 246 221   0   0   0   0   0   0 
   13        2       204 260 236 183 212 280   0   0   0   0 
   13        3       187 246 263 238 214 197 195 181   0   0 
   13        4       212 229 204 187 195 170 175 153 195 238 
// verbe d‚but d'une phrase imp‚rative :
   14        0       238 229   0   0   0   0   0   0   0   0 
   14        1       241 221 187 227   0   0   0   0   0   0 
   14        2       246 221 204 193 229 263   0   0   0   0 
   14        3       204 229 221 212 204 195 188 180   0   0 
   14        4       217 229 212 204 195 178 173 164 170 224 
// verbe infinitif aprŠs inversion verbe-sujet :
   15        0       166 214   0   0   0   0   0   0   0   0 
   15        1       214 176 166 161   0   0   0   0   0   0 
   15        2       239 227 215 204 195 190   0   0   0   0 
   15        3       244 222 212 204 197 190 181 176   0   0 
   15        4       241 234 221 226 212 204 195 187 180 173 
// inversion Verbe-sujet aprŠs un groupe nominal :
   16        0       222 197   0   0   0   0   0   0   0   0 
   16        1       217 198 178 219   0   0   0   0   0   0 
   16        2       212 204 198 190 181 175   0   0   0   0 
   16        3       204 221 238 204 221 187 221 263   0   0 
   16        4       221 204 200 192 187 178 170 159 175 224 
// marque groupe alternatif :
   17        0       187 280   0   0   0   0   0   0   0   0 
   17        1       200 170 221 289   0   0   0   0   0   0 
   17        2       209 204 200 180 164 289   0   0   0   0 
   17        3       212 204 200 187 180 173 170 297   0   0 
   17        4       212 187 193 187 178 164 153 144 170 272 
// fin de phrase interrogative d‚butant par un groupe interrogatif=20 :
   18        0       170 161   0   0   0   0   0   0   0   0 
   18        1       204 183 170 153   0   0   0   0   0   0 
   18        2       229 209 204 180 161 195   0   0   0   0 
   18        3       229 209 205 198 188 180 161 197   0   0 
   18        4       229 210 205 197 193 187 176 170 163 195 
// fin de phrase interrogative  globale:
   19        0       178 263   0   0   0   0   0   0   0   0 
   19        1       187 153 178 272   0   0   0   0   0   0 
   19        2       238 204 195 153 147 265   0   0   0   0 
   19        3       204 241 226 205 188 153 149 272   0   0 
   19        4       226 212 193 187 176 170 166 149 153 272 
//  groupe interrogatif :
   20        0       238 263   0   0   0   0   0   0   0   0 
   20        1       238 187 204 289   0   0   0   0   0   0 
   20        2       200 207 227 207 178 263   0   0   0   0 
   20        3       195 221 258 229 221 187 204 272   0   0 
   20        4       195 221 258 229 221 204 195 178 195 272 
// fin de phrase alternative :
   21        0       178 161   0   0   0   0   0   0   0   0 
   21        1       221 200 176 156   0   0   0   0   0   0 
   21        2       204 187 178 175 170 156   0   0   0   0 
   21        3       180 214 193 190 183 170 158 146   0   0 
   21        4       207 192 198 188 185 180 175 166 163 156 
// inversion verbe-sujet aprŠs pronom interrogatif :
   22        0       221 193   0   0   0   0   0   0   0   0 
   22        1       238 204 178 229   0   0   0   0   0   0 
   22        2       229 210 204 195 170 238   0   0   0   0 
   22        3       238 207 204 193 187 180 175 238   0   0 
   22        4       204 255 221 212 204 195 178 161 170 221 
// fin de phrase exclamative :
   23        0       153 136   0   0   0   0   0   0   0   0 
   23        1       214 200 153 134   0   0   0   0   0   0 
   23        2       212 221 234 204 166 130   0   0   0   0 
   23        3       200 207 229 217 195 163 149 132   0   0 
   23        4       192 209 224 210 197 188 183 153 146 136 
// inversion groupe sujet aprŠs marqueur 29 :
   24        0       207 224   0   0   0   0   0   0   0   0 
   24        1       204 187 183 229   0   0   0   0   0   0 
   24        2       197 183 178 175 183 229   0   0   0   0 
   24        3       180 175 170 164 200 185 181 229   0   0 
   24        4       197 193 187 180 178 175 170 198 178 229 
// mot lexical avant dernier mot d'une phrase finissant par un . :
   25        0       221 207   0   0   0   0   0   0   0   0 
   25        1       163 175 187 212   0   0   0   0   0   0 
   25        2       198 168 159 149 142 207   0   0   0   0 
   25        3       176 158 195 159 153 146 142 198   0   0 
   25        4       185 168 214 173 163 153 149 142 136 207 
// si 1 ou 2 mots entre virgule :
   26        0       163 246   0   0   0   0   0   0   0   0 
   26        1       238 234 163 241   0   0   0   0   0   0 
   26        2       241 238 219 149 159 239   0   0   0   0 
   26        3       258 251 275 248 219 149 156 238   0   0 
   26        4       258 251 224 207 193 181 159 144 164 212 
// fin de groupe nominal sans pause :
   27        0       180 214   0   0   0   0   0   0   0   0 
   27        1       183 166 170 197   0   0   0   0   0   0 
   27        2       251 222 198 178 171 159   0   0   0   0 
   27        3       251 222 217 209 198 171 171 159   0   0 
   27        4       229 209 212 183 193 180 173 153 170 197 
// fin de phrase interrogative courte :
   28        0       153 147   0   0   0   0   0   0   0   0 
   28        1       195 187 153 147   0   0   0   0   0   0 
   28        2       187 229 207 183 153 147   0   0   0   0 
   28        3       255 229 204 195 187 178 163 147   0   0 
   28        4       161 170 170 164 161 159 149 161 170 163 
// mots grammaticaux aprŠs forme interrogative ou d‚but d'interrogative :
   29        0       195 163   0   0   0   0   0   0   0   0 
   29        1       209 163 159 153   0   0   0   0   0   0 
   29        2       207 204 190 166 156 149   0   0   0   0 
   29        3       204 229 224 204 190 166 163 153   0   0 
   29        4       178 161 198 170 173 170 166 159 153 149 
// pour les groupes interrogatifs  :
   30        0       212 255   0   0   0   0   0   0   0   0 
   30        1       224 173 163 227   0   0   0   0   0   0 
   30        2       217 246 190 170 173 263   0   0   0   0 
   30        3       215 232 195 187 183 173 170 255   0   0 
   30        4       217 229 195 180 221 198 178 170 187 255 
// marqueur mot lexical aprŠs groupe interrogatif marqu‚ 10 :
   31        0       229 263   0   0   0   0   0   0   0   0 
   31        1       224 204 187 255   0   0   0   0   0   0 
   31        2       238 212 192 170 195 280   0   0   0   0 
   31        3       229 212 198 187 170 166 180 265   0   0 
   31        4       229 209 212 200 272 289 207 187 178 234 
// mot lexical pr‚c‚dant un mot grammatical marqu‚ 29 :
   32        0       170 209   0   0   0   0   0   0   0   0 
   32        1       173 170 183 173   0   0   0   0   0   0 
   32        2       209 193 200 185 188 178   0   0   0   0 
   32        3       153 144 193 207 212 229 180 149   0   0 
   32        4       153 144 187 200 207 224 200 173 176 153 
// participe pass‚ aprŠs verbe-sujet dans phrase interrogative:
   33        0       214 190   0   0   0   0   0   0   0   0 
   33        1       204 200 180 212   0   0   0   0   0   0 
   33        2       207 200 187 176 170 215   0   0   0   0 
   33        3       198 212 217 229 190 170 173 217   0   0 
   33        4       207 200 195 190 187 181 176 173 170 212 
// mot devant une prep :
   34        0       209 195   0   0   0   0   0   0   0   0 
   34        1       209 200 185 170   0   0   0   0   0   0 
   34        2       212 238 231 197 187 159   0   0   0   0 
   34        3       200 212 239 212 197 185 173 166   0   0 
   34        4       200 217 221 234 207 204 197 193 176 166 
// mot devant une prep   avant fin de phrase.:
   35        0       187 221   0   0   0   0   0   0   0   0 
   35        1       166 176 190 229   0   0   0   0   0   0 
   35        2       214 241 185 146 168 190   0   0   0   0 
   35        3       195 207 217 246 212 181 176 212   0   0 
